City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Current Description
699,Robertsport,6.7533,-11.3686,76.24,86,100,8.57,LR,moderate rain
700,Hendrina,-26.1588,29.7153,39.51,60,0,2.95,ZA,clear sky
701,Rameswaram,9.2833,79.3,83.5,75,100,5.61,IN,overcast clouds
702,Cartagena,10.3997,-75.5144,78.42,94,40,4.61,CO,scattered clouds
703,Paoua,7.2427,16.4406,66.02,92,100,2.01,CF,overcast clouds
704,Zaozerne,45.1582,33.2787,67.59,57,0,7.61,UA,clear sky
705,Thunder Bay,48.4001,-89.3168,51.78,70,0,4.34,CA,clear sky
706,Biak,-0.9131,122.8766,84.02,68,54,3.24,ID,broken clouds
707,Manzanillo,20.3433,-77.1167,77.05,82,100,11.27,CU,overcast clouds
708,Ongandjera,-17.8833,15.0667,53.85,46,0,4.59,NA,clear sky
709,San Andres,12.5847,-81.7006,82.42,83,40,12.66,CO,thunderstorm
710,Belaya Gora,68.5333,146.4167,70.5,32,97,7.23,RU,overcast clouds
711,Beira,-19.8436,34.8389,65.84,92,58,3.11,MZ,broken clouds
712,Morococha,-11.5997,-76.1411,31.5,63,100,5.21,PE,overcast clouds
713,Zhangye,38.9342,100.4517,83.53,23,93,4.52,CN,overcast clouds
