City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
648,Messina,IT,80.56,clear sky,38.1933,15.5497,Hotel Touring
649,Xiaoshi,CN,75.67,broken clouds,41.2971,124.1209,Junsheng Fengweilou Farmstay
650,Kawalu,ID,84.81,broken clouds,-7.3817,108.2082,West Jontor
651,Angoche,MZ,70.18,few clouds,-16.2325,39.9086,Guest House HESADA
652,Port Hedland,AU,73.45,clear sky,-20.3167,118.5667,The Esplanade Hotel
653,Porto Novo,BJ,73.83,overcast clouds,6.4965,2.6036,Tour Eiffel Hotel Benin
654,Carbonear,CA,64.15,overcast clouds,47.7332,-53.2148,Merchant's Manor
655,Kushmurun,KZ,66.04,clear sky,52.4503,64.6311,Gostinitsa Pri Depo
656,Kampot,KH,80.65,light rain,10.6167,104.1833,Two Moons Hotel
657,College,US,84.07,smoke,64.8569,-147.8028,Pike's Waterfront Lodge
658,Omboue,GA,71.55,scattered clouds,-1.5746,9.2618,Hotel Olako
659,Puerto Ayacucho,VE,74.5,overcast clouds,5.6639,-67.6236,Posada Turistica Manapiare
660,Nanchang,CN,81.18,light rain,28.6833,115.8833,Ruidu Hotel
661,Poya,NC,80.24,overcast clouds,-21.35,165.15,
662,Okhotsk,RU,64.9,clear sky,59.3833,143.3,
663,Chilliwack,CA,69.37,overcast clouds,49.1747,-121.9443,Coast Chilliwack Hotel by APA
664,Kayes,ML,74.97,overcast clouds,14.0,-11.0,
665,Bahia Blanca,AR,43.92,clear sky,-38.7196,-62.2724,Hotel Argos
666,Ler,SS,71.1,overcast clouds,8.3018,30.1418,Leer Humanitarian Hub
667,Khorramshahr,IR,91.35,clear sky,30.4397,48.1664,دفتر نمایندگی شرکت بازاریابان ایرانیان زمینBIZ
668,Batemans Bay,AU,55.09,overcast clouds,-35.7167,150.1833,Batemans Bay Marina Resort
669,Adeje,ES,67.32,few clouds,28.1227,-16.726,Gran Tacande Wellness & Relax
670,Klyuchi,RU,71.38,broken clouds,52.2667,79.1667,Vesolaya Mayovka
671,Manokwari,ID,77.56,overcast clouds,-0.8667,134.0833,Swiss Belhotel Manokwari
672,Ust-Kut,RU,62.71,overcast clouds,56.7938,105.7672,Otel Flagman
673,Altamira,BR,71.62,broken clouds,-3.2033,-52.2064,Requinte Hotel
674,Ostersund,SE,54.05,clear sky,63.1792,14.6357,Best Western Hotel Gamla Teatern
675,Tual,ID,79.77,heavy intensity rain,-5.6667,132.75,Grand Vilia Hotel
676,Santo Antonio Do Monte,BR,57.52,clear sky,-20.0872,-45.2936,Hotel Planalto
677,Port Keats,AU,78.31,clear sky,-14.25,129.55,TDC Village (Hundred Man Camp)
678,Tomatlan,MX,76.98,broken clouds,19.9333,-105.25,El Salvial
679,Maua,BR,66.49,clear sky,-23.6678,-46.4614,Hotel Capriccio Mauá
680,Poum,NC,78.03,overcast clouds,-20.2333,164.0167,
681,Srednekolymsk,RU,66.24,clear sky,67.45,153.6833,
682,Mitu,CO,70.3,overcast clouds,1.1983,-70.1733,
683,Trzebnica,PL,57.0,clear sky,51.3108,17.0633,Hotel Trzebnica
684,San Jose,US,61.39,broken clouds,37.3394,-121.895,The Westin San Jose
685,Plon,DE,65.8,overcast clouds,54.1667,10.4167,Hotel Plöner See by Tulip Inn
686,Bend,US,61.61,broken clouds,44.0582,-121.3153,Fairfield Inn & Suites by Marriott Bend Downtown
687,Mori,JP,84.43,overcast clouds,34.8333,137.9333,YAMAHA Resort Hotel Katsuragi Kitanomaru
688,Rocha,UY,39.6,clear sky,-34.4833,-54.3333,Hotel Arrarte
689,Bereda,ES,62.42,overcast clouds,43.2686,-7.5406,Pazo de Verdes
690,Brumado,BR,64.29,clear sky,-14.2036,-41.6653,Hotel São Lázaro
691,Vidim,RU,66.65,light rain,56.4088,103.1106,
692,Ambulu,ID,84.79,scattered clouds,-8.345,113.6058,Hotel Ambulu Jember
693,Alice Springs,AU,54.95,clear sky,-23.7,133.8833,Desert Palms Alice Springs
694,Peniche,PT,65.1,overcast clouds,39.3558,-9.3811,Hotel Star inn Peniche
696,Irtyshskiy,RU,59.43,overcast clouds,58.3333,68.1333,
697,Pirogovskiy,RU,70.14,clear sky,55.9781,37.7336,Hotel Yacht Club Noviy Bereg
698,Kamenka,RU,58.78,clear sky,51.3223,42.7678,
699,Robertsport,LR,76.24,moderate rain,6.7533,-11.3686,Kwepunha Retreat
700,Hendrina,ZA,39.51,clear sky,-26.1588,29.7153,Macrest
701,Rameswaram,IN,83.5,overcast clouds,9.2833,79.3,Daiwik Hotels Rameswaram
702,Cartagena,CO,78.42,scattered clouds,10.3997,-75.5144,Hotel Colombia Real - Cartagena
703,Paoua,CF,66.02,overcast clouds,7.2427,16.4406,Quartier Paoua Elien
704,Zaozerne,UA,67.59,clear sky,45.1582,33.2787,"Molodozhnyy Lager' ""Pioner"""
705,Thunder Bay,CA,51.78,clear sky,48.4001,-89.3168,Victoria Inn Hotel and Convention Centre
706,Biak,ID,84.02,broken clouds,-0.9131,122.8766,Penginapan Kim
707,Manzanillo,CU,77.05,overcast clouds,20.3433,-77.1167,"HOSTAL ""THE YELLOW HOUSE"""
709,San Andres,CO,82.42,thunderstorm,12.5847,-81.7006,Hotel Arena Blanca
710,Belaya Gora,RU,70.5,overcast clouds,68.5333,146.4167,
711,Beira,MZ,65.84,broken clouds,-19.8436,34.8389,Beira Terrace Hotel
712,Morococha,PE,31.5,overcast clouds,-11.5997,-76.1411,Hospedaje Havipor
713,Zhangye,CN,83.53,overcast clouds,38.9342,100.4517,Zhangye Lvzhou Holiday Inn
